City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,san patricio,28.017,-97.5169,22.69,53,100,5.91,US,1702410944
367,puerto supe,-10.8167,-77.75,22.09,76,45,4.78,PE,1702410944
368,zhangjiajie,29.1294,110.4783,7.55,88,100,1.11,CN,1702410785
369,dalandzadgad,43.5708,104.425,-10.61,79,18,2.67,MN,1702410944
370,kalmunai,7.4167,81.8167,25.55,83,100,3.84,LK,1702410944
371,flin flon,54.7682,-101.865,-16.09,92,75,1.54,CA,1702410945
372,salair,54.2312,85.7972,-33.04,100,80,1.2,RU,1702410945
373,kastsyukowka,52.5387,30.9173,3.25,100,100,6.0,BY,1702410945
374,tindouf,27.6711,-8.1474,19.25,26,0,2.06,DZ,1702410945
375,hami,42.8,93.45,-3.86,53,100,4.3,CN,1702410945
376,shenjiamen,29.9576,122.298,10.37,72,100,3.12,CN,1702410945
377,lago da pedra,-4.3333,-45.1667,35.39,35,54,0.99,BR,1702410945
378,canico,32.6333,-16.85,20.4,79,20,2.57,PT,1702410945
379,nagqu,31.5,92.0,-11.72,94,100,0.55,CN,1702410945
380,geraldton,-28.7667,114.6,17.23,63,0,3.09,AU,1702410946
381,antofagasta,-23.65,-70.4,20.6,66,49,5.3,CL,1702410946
382,palikir - national government center,6.9248,158.1611,27.94,81,37,9.01,FM,1702410946
383,brush,40.2589,-103.6238,1.93,80,100,4.12,US,1702410646
384,zhigalovo,54.8097,105.1578,-35.75,100,55,0.27,RU,1702410946
385,sal rei,16.1833,-22.9167,25.11,65,0,5.14,CV,1702410946
386,yuzhno-kurilsk,44.0306,145.8556,0.76,76,35,10.19,RU,1702410946
387,panacan,9.2463,118.4082,26.16,87,47,3.89,PH,1702410946
388,phan rang-thap cham,11.5667,108.9833,23.15,84,13,2.96,VN,1702410947
389,kondagaon,19.6,81.6667,14.54,75,82,0.2,IN,1702410947
390,quesnel,52.9999,-122.5029,0.28,69,75,7.72,CA,1702410947
391,kununurra,-15.7667,128.7333,26.99,83,92,0.0,AU,1702410947
392,fedorovka,53.6314,62.7078,-26.03,91,85,2.46,KZ,1702410947
393,la ronge,55.1001,-105.2842,-11.86,72,75,2.57,CA,1702410947
394,codrington,-38.2667,141.9667,17.69,92,100,2.86,AU,1702410947
395,darya khan marri,26.6775,68.2859,19.48,18,100,2.17,PK,1702410947
396,labytnangi,66.6572,66.4183,-16.66,87,100,3.81,RU,1702410947
397,baise city,23.8997,106.6133,18.08,87,95,1.21,CN,1702410948
398,rockland,41.1668,-74.0496,6.93,53,0,0.89,US,1702410905
399,malango,-2.9627,119.9001,20.67,97,100,0.38,ID,1702410948
400,rio preto da eva,-2.6994,-59.6997,31.54,57,100,2.01,BR,1702410948
401,st. john's,47.5649,-52.7093,3.97,82,75,12.35,CA,1702410948
402,cam ranh,11.9214,109.1591,26.98,74,20,3.6,VN,1702410948
403,wabag,-5.4781,143.7021,12.36,97,100,0.92,PG,1702410948
404,nhamunda,-2.1861,-56.7131,32.99,48,96,1.48,BR,1702410948
405,akrehamn,59.2667,5.1833,3.01,80,0,2.57,NO,1702410949
406,akureyri,65.6835,-18.0878,-3.04,68,0,7.2,IS,1702410853
407,bethanie,-26.4833,17.15,24.41,29,0,5.67,NA,1702410949
408,tenenkou,14.4572,-4.9169,24.83,15,0,4.31,ML,1702410949
409,kirensk,57.7853,108.1119,-31.18,97,100,1.32,RU,1702410949
410,kontiolahti,62.7602,29.8471,-12.03,85,100,2.57,FI,1702410949
411,juan de ayolas,-27.4,-56.9,32.44,60,39,3.11,PY,1702410950
412,irymple,-34.25,142.1667,20.05,80,4,3.59,AU,1702410950
413,kannod,22.6667,76.7333,17.65,48,100,2.51,IN,1702410722
414,kazerun,29.6195,51.6541,15.46,34,92,2.11,IR,1702410950
415,laon,49.5667,3.6667,9.5,87,6,6.28,FR,1702410950
416,baki,-7.6128,110.7839,24.51,82,50,3.01,ID,1702410951
417,kaa-khem,51.6833,94.7333,-37.0,97,98,1.34,RU,1702410951
418,weno,7.4515,151.8468,26.97,94,100,2.57,FM,1702410951
419,youkounkoun,12.5333,-13.1333,28.22,17,1,1.83,GN,1702410951
420,la gi,10.6667,107.7833,23.76,83,68,3.5,VN,1702410951
421,lompoc,34.6391,-120.4579,23.3,54,0,1.79,US,1702410908
422,caleta de carquin,-11.0925,-77.6267,22.82,74,64,4.58,PE,1702410952
423,onega,63.9061,38.1404,-9.03,94,100,3.2,RU,1702410952
424,jianshui,23.6363,102.8264,14.83,98,77,1.45,CN,1702410952
425,glace bay,46.1969,-59.957,1.61,71,40,8.23,CA,1702410952
426,bandarbeyla,9.4942,50.8122,25.32,69,41,8.07,SO,1702410952
427,miquelon,47.0975,-56.3814,3.0,72,99,14.96,PM,1702410952
428,rajgir,25.0333,85.4167,15.1,43,0,2.02,IN,1702410953
429,ugoofaaru,5.6667,73.0,27.11,77,96,3.31,MV,1702410953
430,sao tome,0.3365,6.7273,27.01,81,99,1.58,ST,1702410953
431,ta`u,-14.2336,-169.5144,26.48,88,100,8.87,AS,1702410953
432,port douglas,-16.4833,145.4667,25.68,86,100,4.23,AU,1702410884
433,saudarkrokur,65.7461,-19.6394,-3.54,71,100,7.64,IS,1702410953
434,zwedru,6.0667,-8.1281,25.83,75,100,1.36,LR,1702410954
435,madalena,41.2162,-8.3345,14.06,94,100,2.19,PT,1702410954
436,flying fish cove,-10.4217,105.6791,25.82,88,100,3.09,CX,1702410954
437,marsa alam,25.0757,34.8918,20.66,40,0,9.74,EG,1702410954
438,lycksele,64.5954,18.6735,-7.07,86,100,1.54,SE,1702410954
439,hammerfest,70.6634,23.6821,-7.75,79,0,1.03,NO,1702410954
440,san ignacio de velasco,-16.3667,-60.95,32.62,50,71,2.9,BO,1702410954
441,mount gambier,-37.8333,140.7667,16.4,97,88,1.4,AU,1702410955
442,sandnessjoen,66.0217,12.6316,-3.94,63,0,2.06,NO,1702410689
443,moirang,24.5,93.7667,11.92,97,1,0.47,IN,1702410955
444,pandan,14.0453,124.1694,26.75,85,28,5.42,PH,1702410955
445,longonjo,-12.9067,15.2533,19.11,91,100,0.52,AO,1702410955
446,el calafate,-50.3408,-72.2768,12.28,52,38,7.71,AR,1702410955
447,wynyard,-41.0,145.7167,17.05,69,93,5.92,AU,1702410955
448,luderitz,-26.6481,15.1594,19.1,60,0,11.1,NA,1702410955
449,kristiansund,63.1115,7.732,-1.64,74,0,2.57,NO,1702410955
450,wellington,-41.2866,174.7756,15.31,74,30,4.63,NZ,1702410952
451,parkes,-33.1333,148.1833,24.08,61,94,1.34,AU,1702410956
452,paramirim,-13.4425,-42.2389,31.86,29,89,2.55,BR,1702410824
453,kamina,-8.7386,24.9906,18.65,97,97,1.83,CD,1702410956
454,mont-dore,-22.2833,166.5833,26.67,99,60,4.38,NC,1702410956
455,reggane,26.7158,0.1714,19.27,23,85,2.3,DZ,1702410956
456,port hedland,-20.3167,118.5667,23.03,83,2,3.6,AU,1702410956
457,pekanbaru,0.5333,101.45,24.18,100,20,2.06,ID,1702410887
458,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1702410956
459,bandar-e genaveh,29.5791,50.517,20.96,66,16,4.57,IR,1702410957
460,curuca,-0.7289,-47.8481,29.76,66,85,4.56,BR,1702410957
461,yeppoon,-23.1333,150.7333,22.88,69,100,6.85,AU,1702410957
462,jacobina,-11.1806,-40.5183,32.51,27,21,4.15,BR,1702410957
463,nova vicosa,-17.8919,-39.3719,27.33,73,89,6.51,BR,1702410957
464,abu tij,27.0441,31.319,15.08,51,0,3.17,EG,1702410957
465,inongo,-1.95,18.2667,22.48,97,100,1.94,CD,1702410957
466,poltavka,54.3663,71.7632,-29.53,94,100,2.57,RU,1702410957
467,necochea,-38.5473,-58.7368,23.62,63,100,5.39,AR,1702410958
468,mgandu,-5.95,34.1333,20.47,73,92,1.55,TZ,1702410958
469,huarmey,-10.0681,-78.1522,23.94,72,99,5.35,PE,1702410958
470,tralee,52.2704,-9.7026,8.87,90,95,8.45,IE,1702410958
471,gaalkacyo,6.7697,47.4308,24.04,72,96,7.83,SO,1702410958
472,papao,-17.75,-149.55,29.82,85,86,9.51,PF,1702410958
473,bathsheba,13.2167,-59.5167,29.34,74,40,7.72,BB,1702410958
474,stephenville,32.2207,-98.2023,17.74,54,0,6.17,US,1702410958
475,tionk essil,12.7856,-16.5217,28.03,67,5,2.92,SN,1702410958
476,ust-kamenogorsk,49.9789,82.6103,-33.04,75,75,0.0,KZ,1702410959
477,kittila,67.6647,24.8936,-23.53,100,96,0.06,FI,1702410959
478,cananea,30.95,-110.3,19.12,13,100,7.08,MX,1702410924
479,port saint john's,-31.6229,29.5448,19.07,83,100,5.72,ZA,1702410959
480,queenstown,-31.8976,26.8753,12.3,85,100,4.0,ZA,1702410959
481,upington,-28.4478,21.2561,29.21,18,0,5.14,ZA,1702410959
482,bartlesville,36.7473,-95.9808,14.5,38,0,2.06,US,1702410685
483,moissala,8.3404,17.7663,24.18,22,95,2.38,TD,1702410959
484,sancraiu de mures,46.5512,24.5266,2.87,93,100,1.54,RO,1702410959
485,danjiangkou,32.5428,111.5086,4.66,81,100,4.52,CN,1702410960
486,bayanhongor,46.7167,100.1167,-16.03,96,100,0.9,MN,1702410939
487,mhamid,29.82,-5.72,17.3,25,0,2.92,MA,1702410960
488,hithadhoo,-0.6,73.0833,27.89,74,22,1.91,MV,1702410960
489,waingapu,-9.6567,120.2641,26.37,85,79,1.52,ID,1702410960
490,jerez de garcia salinas,22.65,-103.0,19.67,37,100,1.64,MX,1702410960
491,freetown,8.484,-13.2299,28.84,79,20,3.09,SL,1702410960
492,saipan,15.1355,145.701,26.39,78,20,5.14,MP,1702410960
493,dzilam gonzalez,21.2833,-88.9333,23.49,62,100,4.36,MX,1702410960
494,hawera,-39.5917,174.2833,15.13,77,45,9.2,NZ,1702410960
495,bereznik,62.8551,42.7072,-9.27,93,100,3.87,RU,1702410961
496,riverton,40.5219,-111.9391,6.14,70,40,4.63,US,1702410961
497,odacho-oda,35.1833,132.5,9.56,72,39,3.57,JP,1702410961
498,rabaul,-4.1967,152.1721,26.47,81,94,2.9,PG,1702410961
499,aitape,-3.1374,142.3475,25.54,90,100,2.65,PG,1702410961
500,daru,-9.0763,143.2092,25.62,90,85,3.99,PG,1702410961
501,korop,51.5664,32.9586,0.58,99,100,3.76,UA,1702410961
502,alexandria,31.2156,29.9553,17.3,69,7,5.46,EG,1702410836
503,parras de la fuente,25.4167,-102.1833,19.43,37,75,0.86,MX,1702410962
504,port shepstone,-30.7414,30.455,19.95,90,100,7.7,ZA,1702410962
505,bom jesus,-9.0744,-44.3586,34.06,29,100,3.75,BR,1702410962
506,nenjiang,49.1833,125.2167,-33.78,100,5,0.19,CN,1702410962
507,qa'en,33.7265,59.1844,6.32,51,100,0.99,IR,1702410962
508,quellon,-43.1167,-73.6167,11.9,68,100,3.03,CL,1702410962
509,sokoni,-6.4333,39.55,27.69,80,10,3.3,TZ,1702410963
510,ust'-ordynskiy,52.805,104.7508,-37.04,100,60,0.04,RU,1702410963
511,zahedan,29.4963,60.8629,5.95,49,0,3.09,IR,1702410963
512,fort bragg,35.139,-79.006,12.58,44,1,0.45,US,1702410963
513,puerto carreno,6.189,-67.4859,34.99,49,20,3.6,CO,1702410963
514,abepura,-2.6333,140.5833,25.45,89,20,1.54,ID,1702410963
515,naze,28.3667,129.4833,17.51,73,57,6.14,JP,1702410963
516,khandyga,62.6667,135.6,-32.82,99,100,0.88,RU,1702410964
517,sawakin,19.1059,37.3321,26.38,75,29,3.59,SD,1702410964
518,vilyuysk,63.7553,121.6247,-31.69,98,98,3.21,RU,1702410964
519,chepo,9.1667,-79.1,31.88,79,67,5.44,PA,1702410964
520,mangrol,21.1167,70.1167,21.5,46,53,3.45,IN,1702410964
521,dalnegorsk,44.5604,135.5701,-14.67,63,0,2.68,RU,1702410964
522,carbonear,47.7332,-53.2148,4.68,78,64,11.66,CA,1702410964
523,bani walid,31.7566,13.9942,17.42,41,0,1.77,LY,1702410965
524,roswell,34.0232,-84.3616,13.87,45,0,0.45,US,1702410856
525,sicuani,-14.2694,-71.2261,15.07,55,100,1.61,PE,1702410965
526,realico,-35.0366,-64.2447,36.36,25,79,3.56,AR,1702410965
527,pass christian,30.3158,-89.2475,17.22,31,0,2.57,US,1702410965
528,greenville,35.6127,-77.3663,11.75,40,0,0.89,US,1702410829
529,sultanah,24.4926,39.5857,19.25,88,0,1.54,SA,1702410965
530,lagoa,39.05,-27.9833,14.91,60,16,7.39,PT,1702410966
531,jala,21.0833,-104.4333,25.91,34,58,1.34,MX,1702410966
532,manakara,-22.1333,48.0167,24.72,90,100,3.04,MG,1702410966
533,petropavlovsk-kamchatsky,53.0452,158.6483,-12.53,77,75,4.0,RU,1702410966
534,kostanay,53.1667,63.5833,-30.84,76,0,3.0,KZ,1702410966
535,maunabo,18.0072,-65.8993,28.88,81,21,8.42,PR,1702410966
536,ridgecrest,35.6225,-117.6709,16.49,22,0,0.89,US,1702410945
537,margate,51.3813,1.3862,8.83,90,92,3.13,GB,1702410967
538,amursk,50.2261,136.8994,-23.34,95,72,2.47,RU,1702410967
539,portales,34.1862,-103.3344,12.41,32,100,6.26,US,1702410967
540,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,100,40,0.51,ID,1702410967
541,forbes,-33.3833,148.0167,24.95,49,93,3.51,AU,1702410967
542,lydenburg,-25.0978,30.4597,16.27,91,28,2.5,ZA,1702410967
543,dingzhou,38.5131,114.9956,-1.94,97,100,1.92,CN,1702410967
544,santo estevao,-12.4303,-39.2514,29.02,56,94,5.94,BR,1702410967
545,enriquillo,17.9,-71.2333,31.82,65,6,6.64,DO,1702410968
546,mount isa,-20.7333,139.5,27.87,69,100,0.51,AU,1702410968
547,aldinga beach,-35.2793,138.4604,21.48,61,32,4.04,AU,1702410968
548,ancud,-41.8697,-73.8203,13.09,61,14,5.72,CL,1702410968
549,nikolayevsk-on-amure,53.1406,140.73,-25.2,92,73,3.5,RU,1702410968
550,kencong,-8.2833,113.3667,25.31,89,96,0.59,ID,1702410968
551,broome,42.2506,-75.833,6.05,69,0,5.66,US,1702410968
552,praia,14.9215,-23.5087,26.3,50,14,6.69,CV,1702410740
553,nuuk,64.1835,-51.7216,-5.66,73,100,2.06,GL,1702410969
554,kone,-21.0595,164.8658,25.09,67,40,1.49,NC,1702410969
555,galle,6.0367,80.217,24.54,88,99,1.57,LK,1702410969
556,salihorsk,52.7876,27.5415,0.52,100,100,2.03,BY,1702410969
557,villa gesell,-37.2639,-56.973,26.7,66,17,8.74,AR,1702410969
558,santo amaro da imperatriz,-27.6881,-48.7786,26.9,70,75,2.36,BR,1702410969
559,douz,33.4663,9.0203,17.01,37,46,4.03,TN,1702410969
560,sidi akkacha,36.4647,1.3026,17.16,39,100,3.66,DZ,1702410970
561,san andres,12.5847,-81.7006,30.01,74,20,4.63,CO,1702410970
562,guichon,-32.35,-57.2,32.0,39,0,4.8,UY,1702410970
563,crozet,38.0696,-78.7006,11.37,42,0,0.45,US,1702410970
564,oppdal,62.5943,9.6912,-11.35,89,48,3.69,NO,1702410970
565,njombe,-9.3333,34.7667,14.82,99,29,1.15,TZ,1702410970
566,fisterra,42.9049,-9.2629,13.19,73,85,8.96,ES,1702410970
567,flagstaff,35.1981,-111.6513,10.94,16,0,7.72,US,1702410842
568,mount pearl,47.5166,-52.7813,3.51,82,75,12.35,CA,1702410971
569,pyapon,16.2833,95.6833,23.12,92,5,2.33,MM,1702410971
570,guliston,40.4897,68.7842,-14.24,85,22,1.4,UZ,1702410971
571,corner brook,48.9667,-57.9484,1.09,84,100,7.64,CA,1702410834
572,ingeniero guillermo n. juarez,-23.9,-61.85,41.45,24,94,7.21,AR,1702410971
573,yung shue wan,22.2333,114.1167,22.68,84,100,1.79,HK,1702410971
574,egilsstadir,65.2653,-14.3948,-8.05,79,0,2.57,IS,1702410971
575,zalari,53.5584,102.5065,-35.01,100,55,1.32,RU,1702410971
576,puerto lempira,15.2667,-83.7667,30.08,79,75,3.09,HN,1702410972
577,leava,-14.3,-178.1667,27.21,68,100,4.44,WF,1702410972
578,posto fiscal rolim de moura,-13.0833,-62.2667,34.23,44,98,0.92,BR,1702410972
579,emerald,-23.5333,148.1667,21.3,81,0,5.7,AU,1702410972
580,keningau,5.3378,116.1602,21.78,99,100,0.87,MY,1702410972
581,kunshan,31.3776,120.9543,6.94,68,79,1.8,CN,1702410972
582,sabang,5.8933,95.3214,26.98,77,100,2.99,ID,1702410972
583,mombetsu,44.3525,143.3525,-3.66,67,55,5.72,JP,1702410973
584,san jeronimo de juarez,17.1333,-100.4667,30.47,55,90,2.72,MX,1702410973
585,torghay,49.6339,63.4981,-20.25,69,0,5.67,KZ,1702410973
586,paramonga,-10.6667,-77.8333,22.83,75,58,4.85,PE,1702410973
587,kolonia town,6.964,158.206,28.55,81,37,9.07,FM,1702410973
588,safford,32.834,-109.7076,17.51,15,0,5.66,US,1702410973
589,manjeshvar,12.7,74.8833,26.66,85,59,2.31,IN,1702410973
590,guane,22.2025,-84.0875,25.75,66,100,3.36,CU,1702410974
591,lockwood,45.8191,-108.4149,6.77,70,0,4.63,US,1702410974
592,kemijarvi,66.7131,27.4306,-24.33,100,100,0.68,FI,1702410974
593,sikonge,-5.6333,32.7667,19.21,91,100,1.23,TZ,1702410974
594,dakoro,14.5106,6.765,18.57,25,0,5.37,NE,1702410974
595,beypore,11.1833,75.8167,24.58,94,40,1.54,IN,1702410974
596,quiberon,47.4841,-3.1196,12.26,82,2,5.36,FR,1702410975
